# x[kpc] y[kpc] z[kpc] v_x[km/s] v_y[km/s] v_z[km/s]
  26.5280   26.3241  -59.4991   41.5827 -193.7846   47.6589
   1.2948    4.3821   34.8420  -33.1519  165.0819 -204.1672
  28.6497  -38.4480  -42.8526  118.4560  -22.4091   19.6706
  54.1831   19.6346   10.3953  187.3319  123.7477 -353.9233
 -28.1530  -11.4343    4.1189  -84.2024  -61.9598   36.4218
   5.2811   46.2439   42.6444  105.3177  353.5538 -164.3325
  -0.4082    4.3416    2.5309  -90.0769  327.5356 -201.0543
   6.5261    4.2730    8.9617  -65.5079 -112.0382  -69.0939
  -1.5157   42.8710   26.9037    7.1187   38.4403 -311.3421
 -12.1235   79.5379   13.4200  -34.1957   91.9710 -114.4797
  -1.3391   11.0116   13.8776   -5.2067  253.2799   13.9435
  -2.5472    5.8252    3.8421  -89.5616  128.5889 -188.8607
  44.6254   68.0802  -25.1163 -231.3961  169.8930  112.7478
 -50.1238    9.4551    5.5636  -74.6076   71.8202   80.5951
 -25.0624    9.2021   -8.9484  -17.3341  -59.2674  104.5360
   4.9401  -22.0445  -10.8390   54.2536   61.2069  133.3689
 -11.9503  -12.2544   14.9933  159.8064 -115.1787  -49.7015
   4.1793   -6.8217   -7.4829  -79.3827 -191.4604  -41.8812
 -34.5387   18.6557  -53.3766  245.1679   31.4263 -181.8905
  48.8050   12.0821   27.0098 -101.6948   92.0702    9.9100
  23.2801  -26.9127   13.5835  165.6863   37.4904 -155.1258
 -21.6021    0.7485    2.8704 -122.8326 -204.7424  -39.6091
 -14.4268   50.6497   -2.3115  119.0330   79.8974  117.6158
  -6.5346  -13.7053   -3.3998   13.4640  -42.9687 -192.3661
   3.8320    4.0592   -3.0947  -60.5334   -5.7165  181.2587
 -13.5016   20.5559   14.8746   93.9034  143.1287 -358.5610
 -30.0888   -7.3464   -7.1931  182.1771   89.0089 -311.0304
  24.1315    5.5666  -33.4849  196.7131 -121.2931 -143.4080
 -30.6590  -15.9074   18.1253  -67.0231   32.2106 -130.6522
  -3.5551    5.0185   18.4514   66.7662  103.5866   26.4067
   4.9446    2.1669   -3.2901   12.7126  231.0285   18.6828
   1.5585  -22.7008  -27.1395 -100.8947   23.7946   -3.2279
 -34.8063    4.7574  -39.0245  242.0220   91.0868   20.2062
 -23.9632    5.9078    3.7119  126.8642   53.4297 -237.0184
 -20.0065    3.1122  -12.4524   27.0287  191.9592  115.7199
 -21.3083    6.4574    3.6765   40.5049  144.7272 -169.5367
   3.6500   13.2584  -16.8839  -15.8707 -206.0149   -2.4261
  -7.2858   -3.8830  -72.4319  133.3312   -6.4670  -20.7349
   1.6802  -11.7732   -6.1351   21.2551  174.9496   59.6227
  55.4472    1.9583   16.7338  -66.5051   45.5283   90.6887
   2.2494   19.6085  -53.5442   19.0459  113.8856  129.7788
  16.7811    9.4825  -12.3138  -42.5519 -103.9231 -102.4778
   3.9108   -1.8214    2.1453   51.6567  107.6652  -40.2262
 -33.8229    5.1655   30.6387  107.0235  -48.1535  -62.5297
  21.8459  -10.4578  -19.5059 -101.6852  174.4940  -13.1311
 -14.2376  -20.8202   16.0927   74.3908   81.7455  -16.8970
   0.6127   73.4241   39.0987  -79.0690   14.9092 -107.5842
  -8.8235   40.5568  -25.6943  153.6161  -67.0870   76.1237
  -9.7158    1.3644   17.6283  220.4267  -35.9427   75.4642
  11.5223   -8.7653   12.5593 -116.2614   72.5903  149.0661
   2.7441   36.1012  -25.8691 -149.2527  -49.2972  123.4494
 -14.8517   -4.2310    1.6220  -60.5015  -35.3683  -88.9737
  -8.6500    8.0767    9.3257  -16.3942  135.9750 -107.1130
  -5.4722   38.3078  -25.7144  121.1192  -79.3324  -12.2308
   6.9522    4.6028    1.5617  121.7017   -9.7018 -120.1727
  11.8217    6.7752  -12.0584   18.6189  -64.0281  -16.0376
 -12.9097   -6.0790  -16.4903   92.7912  119.4034   -1.0260
 -29.7575   30.9338   26.0068  -10.9612   61.7643   25.3206
  31.9356   52.3254   55.0053   40.3519  187.1953  -44.3024
 -11.6044   11.6837    8.1175 -147.0010  -19.9172 -203.5456
 -17.0695  -23.4930  -11.8389  -33.1564  120.7197  -18.8532
  67.3416  -40.7271   16.0837   82.5138  119.0852  -36.6972
 -46.2308  -36.3724  -84.0018   57.2840  212.7947 -270.6125
  19.7784  -18.3492   27.0479  200.3704  -56.1914  -30.9274
   4.8245  -11.7699   -8.8930  -22.4824  -66.2255  -11.2831
 -18.1236   -9.4727  -10.5511 -128.0820   91.5559   21.6049
 -74.1263   19.7737    4.6344   10.8641  -53.3325  -44.1080
  30.8470   -9.1218   -6.6327    1.6902  -53.2613 -197.6252
   1.2676   -2.6707    3.9030  199.6358  179.2611    3.9147
 -31.5562    5.3144  -20.4028  117.2231   86.1038 -111.4558
 -25.5850   29.5886    2.2017  335.6993   18.7122   -7.8128
 -11.7813   19.6346   -6.8265  224.7556  -42.1814  -54.1667
   5.2086    1.6042  -11.6834   28.7337   56.0208   13.4557
  -9.5334   17.5780  -10.8702  -76.4487  -68.2570 -194.5595
  26.1213   73.8846   35.0977 -100.9712 -151.8117 -186.1516
  -7.1026   -4.1067   -9.1698   -0.8294 -105.3669  -49.7117
 -52.0038  -34.9283   23.6971  -92.8330  198.8035  119.3036
 -22.7977    0.1748   12.6977   82.5318  114.4127  -80.8634
   7.0736    1.3392   -0.1756   20.3886   10.3062  -14.9875
   6.4252   -5.4236  -14.9268   26.0485 -101.2336 -125.0328
   2.1551   -8.0463  -14.6257  131.0615   -6.1523 -160.1990
 -21.8009    9.7371    1.1866  244.9246  248.9883  -71.2134
   3.4528  -17.9376   18.0582  106.6569  174.6344   12.3491
  -7.7482    0.4700    5.6491  290.5846   57.5451 -127.5573
  -1.2426   27.5080  -13.2741   54.4508  -23.4952  -30.0219
   8.5601   -4.7215   -4.8436   19.7257   17.6022  -45.6666
  18.7106   11.2969    2.9240   44.5817 -104.1617   79.8896
 -50.8375   61.2547   36.7598 -130.6039   11.9342  166.7858
   5.8291  -19.0670    1.7081   97.9610  205.0026  112.5447
  -3.0287  -16.0531   -6.7861  193.1578  -45.7391   75.0868
 -11.1970   -1.9524   10.3339   74.2980 -140.5897 -100.3169
 -14.3286   43.3304  -73.6795   44.0636   93.9785  -49.2854
  -2.8430   -5.5803   -8.6968  100.4449  -47.2391   17.9192
  24.8186    4.3389  -10.6130  230.1675   30.9915  -90.6117
  27.0376    2.3423    1.1510   25.6160  133.8773   58.1699
  11.1937   33.2299   58.0787  -58.9126    9.3912  -17.4825
   9.0161   28.3183  -18.4657 -130.8390  129.2735   48.7439
 -23.4610   -9.7157   -4.2191  -65.1784   64.3866  115.5893
 -10.4919  -24.5012   48.9947   84.6121  -69.6675  -28.4928
 -18.6461   12.6803    3.8536 -131.2038  -60.7478   98.6222
  33.3981   19.5251   -5.0717  -34.8079  149.7565  -62.7715
 -24.8266   -8.7632  -10.9583  106.1779  192.2038 -303.5912
  -4.8793  -12.5854   10.0125   90.1080   59.9299   96.1879
  43.9619   39.2998  -37.1830  -64.6132 -108.7858   40.7200
 -21.0960    0.2099    8.0329 -237.7653  -53.6029 -199.6271
  -0.0963  -14.9672    5.4351   52.1312  127.0471  144.4696
  -1.9090   -9.0871    2.0407  146.4230  226.3278   85.7036
 -10.0104    8.3155    3.8024 -171.4484  -56.6204  -41.2567
  28.1980    8.7079   -3.5612  -72.3156   67.9810  -23.3677
  -1.5347   -8.9679   -1.5949  103.1287   88.5740  -11.6492
   3.5908    8.2898  -23.2264   54.0136   90.1831  201.2023
 -11.9859  -26.5916  -83.6597  -12.6902  154.8545 -111.7013
 -14.9393  -20.4881   50.3218   30.8043  -25.2842    6.4851
 -23.0932   48.9545  -17.5238   38.3086  144.8958   40.7543
 -21.8221   -9.1365   63.5305  -19.4792   59.4528   17.0850
   2.0175   -1.8869   10.4956  113.6158   86.6941 -120.1470
  -7.1896    5.3661   23.1455    8.9836  214.9282   39.8266
 -13.3186   14.4823    8.5825   53.8695  193.1537 -115.9691
 -30.5310  -11.0802   19.6279   78.0691  -22.0907   11.6502
  -9.3322   11.1338  -44.6553  202.3790  -56.8589   17.2127
 -20.3410   12.5070   29.0839   98.4757 -136.1728 -110.6607
 -14.3763  -16.8903    4.7404  -43.6907  161.3947  -23.4641
   1.0027  -14.8851    1.9883  -25.0633 -160.3842 -150.8773
 -21.0080   27.7156   82.7074  285.4944  354.2222  103.3578
  -2.7426   24.6382  -18.3068  174.7213   44.6811  -15.8207
 -10.1208   -6.4433   -0.4172  -99.9754  150.3198  -23.6210
   8.8281   22.0583    8.9267  -80.3235  -61.9783   98.4614
 -30.1466  -19.7030  -12.7515   67.4410   -8.4680   -3.7359
 -48.2667    0.3973  -37.8096  215.8803   42.2575 -244.7048
 -12.2292  -16.8956    1.5107 -155.4597   14.2361  107.9846
 -14.9891    6.0676   21.3387   94.0621   17.6128 -142.4826
   2.0197    3.2962    3.4735   59.0276  166.6055  -31.3309
  -7.7738    1.7460  -11.2315   53.6863  152.1895  248.7936
  -0.4893  -23.2741    5.8447  173.4833  175.8747    1.0852
 -24.9607  -10.1111  -13.5388  174.5010  116.7151  -40.2405
   8.7269  -26.7109  -25.9257  258.4005 -120.2618  -27.4350
  -0.5539   -9.8568   21.8156  353.4289  207.3352  -46.2216
 -29.7200  -22.8055   15.1479 -188.3946   52.1133   32.6056
   8.7213    5.0795   21.8860  172.5301  -20.1728  -25.2208
   1.6455   13.7858  -18.6152 -129.0875  -53.9235  -39.0905
 -14.1463   -2.6950    6.1607  -24.6875 -113.2224   26.1722
  -8.2869  -28.4386    1.6290    7.1293  -49.5910   93.3398
  -1.4501  -19.1344  -10.3318  101.5505  -69.9250 -201.3893
   0.2281   25.3385   20.8376  -45.2413    6.9196 -198.0308
 -13.2289    8.0261   18.2549  175.4026  153.6584   75.2370
  -1.8822   -2.2204   -1.8315 -196.2329  119.0815 -269.6100
  15.5670   21.3517    1.9028   -7.8334  -20.9623 -166.2272
   1.0159    5.8788    9.0317   79.5354  248.1638  -96.2792
 -44.7523   51.5468   24.5556  192.7126  111.8243   34.6011
  -8.5813    2.7897  -14.9932  117.8996  -54.5509  189.3606
 -10.3339   18.6021   -1.7436   15.6581   13.5040   89.5710
  -8.8025  -30.9658  -46.8014  176.7019   49.6470 -212.8882
 -15.9396   -9.9491   10.5048   86.9277  -83.0697  157.1552
 -31.8352   30.8495   -6.6011  301.6389   61.5257   11.4158
 -11.8870    3.9349  -16.6667  212.8838  101.8280  -39.8276
  -4.5994   -6.8560   14.3361   99.7896  128.0912  141.4006
   6.5357    0.0175  -10.1606 -117.0703 -146.1318 -150.3340
   1.7478   -1.8240   13.4996   45.0713  -74.4602  -96.0724
 -40.6414   26.7713  -22.1509   84.1412  -35.9964 -178.2445
  15.7258   -3.3508   23.2939  -57.5153  -56.9077  -75.6934
 -51.9659   46.4169  -43.9824  181.1774   64.8689   51.8926
  -1.6929    3.5814    2.1163    9.4229   88.4459 -179.2726
   2.7858   14.2786  -17.0523 -124.3798    0.8378  -38.4561
  -7.9800    3.9834    2.6604  120.3761   13.6873   88.4771
  25.2386    0.1713  -28.6643  -24.7790   61.7342  -24.0270
 -34.2041    1.6420  -37.5973  281.2997   37.4189 -159.2581
  67.7902  -36.9498   14.6721   54.9303  145.2750 -107.3748
   5.5196    7.8150  -27.1142  108.5858  -31.6656  286.8649
 -24.3036    7.5727   -0.8786  -17.5522  177.2075 -210.9997
 -34.6721   -7.2060    8.2051   29.7456  174.8236    3.9154
 -15.8030    2.0649    9.2256  156.7413   41.4940  -55.1817
 -25.0332   60.9125   -5.0920   11.0843  -66.6131   72.7622
 -16.6741   -8.4226  -14.8246  186.0054  287.4095 -292.1867
 -36.4553  -38.6428  -26.3364   18.8629 -151.8867 -200.5869
 -27.9760   -3.9612    0.1881  -25.7254  105.7952  -18.9282
 -12.4214  -15.5915   -2.3991 -146.7133   88.2359  -89.7454
  33.9222   32.2766  -39.2540 -108.0087   11.3754   44.9387
  -7.8905   -7.9944   16.6086  191.3513  -14.4468   38.8832
 -13.0398    3.3503   15.8574   63.2232  143.0686  -54.4408
 -11.7072   -1.7596  -20.3750   92.7533  -16.1628  -13.2253
  29.4017   14.7478  -51.2638   12.0357  105.6139  -47.0667
  24.1903  -54.6734   36.1322   66.8355  145.5869  -62.0332
   1.4689  -14.0631   16.1994  -48.1930   98.1648  -86.8574
   0.7309   11.0002  -11.9577  -15.4071  -52.2082   70.9465
  38.1235   27.3886  -20.3769 -220.9409  -48.5580   90.7857
  -2.1193    4.6561   21.8668   54.1550  203.2311 -110.4155
  26.2270   36.5043    9.0276  -20.0734 -100.7774 -220.7811
  -6.3831  -13.1645    0.9560   16.8287   15.4575   76.6799
 -14.8700    1.7124   -1.5021 -114.4253  127.3383 -131.6933
  -3.1921   45.2823  -59.3870  242.0285   85.9130  -28.7370
  13.9291   15.9715  -73.6182  -65.1508   78.9400  130.0513
   9.2180   23.6538   19.0141  136.0637   81.5553   22.5154
  -0.4894    8.3881   15.0223  219.0975   97.5389  -17.1189
 -49.5296   -4.0477  -21.7423   -1.9776  152.4616 -205.9412
 -17.2213   -1.3845   -1.8988  -54.9812   93.0652 -212.4408
 -50.8588   -1.6193  -42.9249   58.1797  -88.5511  -11.2900
 -22.6929   -6.5598   11.0446  178.0813 -124.5979 -130.1439
  -8.2103    4.6407   14.9140  199.7150  208.6797 -109.7296
  31.0915  -30.2250   51.4020  287.9599   -3.1740 -121.5186
   7.4202   -5.2285  -11.7207   27.2119   76.9800  -42.8871
  -2.8730    4.5517   25.0330  146.3017  273.6702 -155.0097
  -0.6999  -12.0546   -1.0714  159.4467   43.3052 -110.2466
 -13.2917   -1.8448   -0.5271    8.2631   33.1145 -208.3142
  11.1515  -34.4543   16.5507  231.6315  117.6968   57.1029
 -34.3944  -78.2320  -50.0223 -300.0269  115.6118  -41.7380
  -4.5051   -4.8958   20.5401  210.2061  116.2169   94.1768
  -8.4373  -11.4946   48.3439  470.4171  102.4161  108.8115
 -36.2100   12.0216    0.6258   63.1495   80.9752 -157.2399
   7.1680  -10.8663   56.7106  319.8833   79.4175   15.5333
 -19.1350   -0.2594   22.3799   -5.8300   32.6381  132.0803
   6.4054  -11.9519    1.8391  187.8092  217.2429 -429.0930
 -43.8692  -19.1198  -21.3116   76.7177  171.6007 -152.3590
   5.9683   -8.8859   -4.3457  -88.0126   55.6077  -68.0158
  32.1405   10.4937  -19.5179   24.6496  -17.2555  -63.9404
   9.6613   -4.0822   -3.3971   51.0162  126.3482   29.3906
  12.6743   14.5227   -3.5592 -140.6666 -111.9523  -65.9062
  -9.6327   11.7385   -7.4093  -38.3942 -101.5702  127.1643
  10.8074   -0.0112   -7.6143   32.3995 -101.6699 -249.5616
 -10.8081   19.6906  -22.5603   99.3252   39.4242   97.7070
  -7.9769    7.5071  -25.9197   77.4602   37.2343  118.1416
 -13.4518   39.5672   15.8267  -80.5796  186.5816 -148.0428
  -7.0976   -8.6782   -7.0720    9.5211  199.0024  -42.3821
 -15.2990   -3.3614    4.8236   89.9897   59.0093   56.2346
 -11.9948  -13.7157   24.8468  -53.4972 -106.5142   -0.1179
  27.3501  -35.5542  -28.1251 -206.7936  -23.6389    0.6961
 -20.2260   12.0670   -3.2484  116.3156 -120.4334  -75.2317
   9.3208  -24.4226   11.2840  194.3412   22.3827   25.4821
  -0.9239   10.4990    4.8291 -169.4293  146.7475  -54.8854
  -8.5419   -1.3541    1.6024   54.1227  189.5413  -73.4610
   8.9129   78.0853   -7.5137  -36.4194  -20.7999  -19.1326
 -25.3052   21.0888   -9.5504   95.2820   29.5336  256.8593
 -16.1700   -6.0406   19.3303  -80.8137  109.6499  109.3281
 -26.1485    3.2340   -1.1702  141.0020   22.1712 -137.9714
 -34.7163   15.5521   -1.0163  -64.7174  113.4994  -80.0893
 -25.8938   -9.6167    0.0013  -99.1656  156.2026  -32.1068
 -25.0276    4.2502   -7.1876 -190.8013  -19.7617  -56.3327
   9.1777  -23.4760   21.8121   81.3276  -90.3427   11.4628
 -28.2632   29.0518   32.9315   14.8459  129.4424   26.2252
   6.9783    0.4776   -5.6262   36.5990   -4.9686  -87.5770
   2.7219   -0.1430  -12.3467   26.6688   -7.8659   64.3686
 -10.1241  -13.6485    4.9690  -13.4024  128.3716   -7.5101
 -12.8806  -17.3653   -6.5493  -15.7162   60.3342 -131.6577
   5.9111    3.2382    1.3726 -184.9908   58.0920 -301.9276
  -8.7713  -28.9141  -16.9138  -37.6955  187.2916 -190.0888
  -4.5773  -79.1328   24.3144   11.8452 -183.5694  111.0824
 -14.2590   -6.4081    5.5179   36.4639 -136.7418  -39.2060
  11.0185  -14.0454   12.0608   59.7489   55.9248   70.7322
 -46.1351    5.0540  -22.7714   35.4875   88.3483 -225.4572
 -12.7776  -13.9591    4.2686   18.6753  103.9885   20.5366
 -20.2474   16.8094  -18.9460   87.0128   17.2342  -40.8082
 -15.9537   -8.4653    4.5434   88.5448   39.9930 -127.8451
 -19.6201  -18.1798   -3.9815 -207.2366   45.9567  -23.3783
  10.2906  -17.0916   -9.8451  -56.5758   19.5079  -33.6872
  11.8175  -13.3901  -12.8929   26.5982   14.6999   24.9652
  -9.3348  -13.5102    4.7254   95.9942   36.2007  128.6680
 -28.6213   -2.7534   -7.8828  124.2045  127.6676  -87.5409
  54.0777    9.5864  -25.3276  -59.2635   82.8824  -81.7069
 -17.1851    8.4656   10.4678  228.7674  146.2838  149.3331
   8.9417   -1.9730   -0.5291  -99.1674   39.7669 -167.0401
 -25.3344   14.6788  -36.2789  261.7601  222.3699   20.6261
  15.0916    3.3955   17.9557   46.4858   14.4717   40.7581
  -0.0203    2.9257  -19.9242   78.6259   34.2732  -59.7898
  -0.5714    4.0668  -28.6784  167.0122    6.9096 -148.1729
 -24.2657    8.8133    3.7148 -168.4120  115.0844 -222.9765
 -12.9120   -2.1993    7.7163  -40.9331   80.2971  107.2647
   7.6376   17.3476   -6.5371  -11.7507  -27.0653 -162.8829
   5.4884  -13.5071  -63.9914  -48.9525  190.0272   67.9805
 -10.8977   13.0364  -20.6065  230.0892  108.6167  -84.6626
 -23.5370   21.7935   17.8185  123.8630  106.9052 -221.9633
 -32.2264   17.8532  -20.5775  -58.1106  131.4299  -82.4002
 -17.9050    3.5714   -4.7529   -9.1481   95.1226 -243.0837
 -20.4191   16.4602   -2.9281  101.1557  201.8518  -85.4843
 -19.0352   -6.7382  -19.5643  179.2062   54.2771 -251.4596
   8.5942  -21.6849   -0.9053    3.7099  178.7457  -74.4619
 -16.9740    7.6107  -30.7805  128.6664  -84.5283  -37.0105
  -4.4153    0.9070  -11.9047  117.7155   -2.6929    1.4370
 -10.7831  -14.5601   -4.1734  171.8109   41.6290   16.6653
   6.6123   -5.7288  -45.9790  171.5174  153.7718   -8.4178
  -9.1843  -24.9524   13.9506   17.2961  -10.7009   40.2979
  -7.8983   -3.6330   -9.0266  175.3065  143.5010  104.8200
  10.0049   45.0706   11.2505  -35.2610  -51.0139  -91.2089
 -44.0856   10.7234  -25.6185  -94.8288  159.4670 -186.0869
 -35.9380  -56.8198   56.2036  214.6986 -188.3068  -19.4342
   4.8666  -30.3031  -64.8546  159.2523   84.0532 -134.4877
  -6.2101  -37.4754  101.1927  103.3434  -54.9715  108.3003
 -20.7890    1.5017   -0.9217  287.7805   19.0919  160.4052
 -18.7968  -27.0826  -23.5754  -64.3541  -70.2797  -39.1136
  -0.6706  -43.1843   -2.0624  -99.1941   37.5036   49.1653
 -23.0795    4.6587    8.1864   -8.5214  183.2004    0.2769
  59.6157  -18.8715  -26.9239  -27.1593   19.5690  -53.5717
  -4.9292    8.9592    4.0905  -32.0615  -95.9629 -254.8208
 -23.3482   31.6635  -11.2825   80.3076  -37.3141  107.3446
 -97.6513  -41.4858    3.7674  -79.7974  -19.5666  -92.5564
 -12.8120   -2.9125   -7.3427  222.6100  284.7690 -100.2074
  13.1222   18.4536   12.8297  -38.3396  -88.0629 -146.0690
 -35.2060  -33.6609   14.1901   -6.8188  -29.3691  -90.9424
  -2.2061    8.8671    8.5228   91.2436   75.1014 -260.6177
  -0.4696   -7.2482   -1.1940  196.9109  342.3185  -82.1509
  -3.9527    0.5547    4.7359   29.6865  128.1870 -269.6731
  -2.3889   -6.3305   -5.7174   60.6029  -21.4506 -119.0914
 -11.6038   12.8412   -7.8421  199.7650   -5.6336  -30.0283
  -1.4896    1.2622   -2.8095   29.2722   -5.0643 -116.8951
  -4.2659  -10.9149  -10.1563  226.1926  276.0343 -161.6494
  -7.1116    8.8853    0.2817  -96.6042   36.5859  -26.3756
 -23.4816    0.6198   -0.2691   35.3289  189.5623  -14.9946
  12.4394    9.1593   10.4938  -55.2051  169.2864 -255.8830
   6.6371  -20.5287  -11.6214  -69.7316  140.5725 -184.1518
 -68.3076   65.7347  -49.6393  167.1451   57.2879    6.4566
 -15.3325   20.9217   17.3048   24.7920  171.3470  -40.4299
 -12.5025   19.4657   91.2434   43.0555  184.3762   21.9635
   9.8811  -29.0299  -31.5443  -93.2162   70.5074   19.3899
 -22.6457   -1.0423    1.2603  243.2423    5.2768 -229.6868
  -3.0437  -55.5166    4.5380   64.6275   46.8785   -8.1957
  -5.7678  -15.6939    2.6632  131.8855 -185.5686  233.2676
   2.2063   -0.6882   -7.0895  238.0546  -10.8142   71.5323
 -27.3035   -7.9355    7.2711  -14.1520  149.3823   31.0454
 -11.4029  -10.0836   -0.4086  -21.4214   49.4048  -10.3357
  72.3861   40.0901  -16.8249  -97.6405   -5.9553  -80.7455
 -29.5793   13.0053    0.9013  266.1006   46.2222  -89.9300
   6.1554    4.8303   -9.8430  -77.1788   16.1261  189.1230
 -22.4044  -13.8044    6.0828    0.4066   28.8211  -18.1450
 -24.3994    1.3038    8.3404  -53.4339  -45.1312  123.9279
 -45.1329  -10.2358    2.5125 -201.6366   -9.1643  -85.2626
   9.9110   11.2478   12.8792  -94.1520    6.5264   23.3146
 -29.7303   22.1827   -3.6314  103.9908  179.9974 -162.6762
 -17.4657    3.7531   -3.1574  209.6395  178.1426  -91.6219
 -11.5850  -21.5777  -29.5488   85.0101  -85.5070  -73.8990
 -15.9845   -8.4764   -0.2302 -168.4786   30.7458  -10.6144
   8.7744  -41.7601  -15.7717   72.1336  -84.7596  -26.1394
  -8.0465   27.8140   -2.2848  149.0871  -57.7561 -204.5404
 -38.4436  -48.2689   26.9160   -5.4388  -60.1643  190.2423
   7.6392  -10.5454    4.1171  -42.4416   77.3037  -51.8097
 -32.5649  -26.0872   17.9351   76.7702  -31.5743  -31.2161
  -6.6055   31.0194   -0.6710   67.4474   25.1211  -28.8882
   0.4116   21.0233  -24.1565  -53.7980 -116.4549   -5.1839
   5.7426    6.0040    0.1212 -156.7967   77.1299 -186.1355
  -9.1022   -5.2329   -3.8630   69.6536   99.7178 -260.3732
  -3.6183  -39.9636   46.2945  214.3090   46.3684   62.6159
 -72.3136   36.1980  -12.0384   54.9099   49.8351    6.6521
 -10.2724  -21.9880   30.6355   46.8004   85.5819   67.2808
 -14.4582    5.1081   18.7182   16.6477  158.0800   17.5219
 -41.8202   47.7370   60.0118  121.4374   97.1653  -72.3067
 -27.1470  -23.7573  -17.4744  183.3453  272.9073 -363.8001
 -40.8909  -33.4356  -15.7393 -180.6257   -0.1578  -40.0259
